id,calories,proteins,fat,carbohydrate,name,kategori,image,kategori_kalori
559,66.0,5.0,0.7,13.3,Melinjo,Karbo,https://asset.kompas.com/crops/6GJGDA9CwVlnWtfhcImRgwyoj3Y=/0x0:1811x1207/750x500/data/photo/2022/09/22/632c0d9940fcd.jpg,Rendah
560,37.0,0.6,0.4,7.8,Melon segar,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/1/c86b6e83-7b8f-4d90-a900-faf92e7afcbb.jpg,Rendah
561,322.0,55.8,2.0,22.7,Menjangan daging dendeng mentah,Protein,https://res.cloudinary.com/dk0z4ums3/image/upload/v1643714477/attached_image/waspadai-bahaya-mentega-karena-mengandung-lemak-jenuh.jpg,Tinggi
562,725.0,0.5,81.6,1.4,Mentega,Lemak,https://cdn.idntimes.com/content-images/community/2019/06/img-20190616-231022-b1184a09c11ecdd83465d09708483513_600x400.jpg,Tinggi
563,65.0,1.7,0.2,16.1,Menteng,Karbo,https://akcdn.detik.net.id/community/media/visual/2019/12/10/c78ea524-99d4-42ec-b2d7-5d8b498aa18a_43.jpeg?w=250&q=,Rendah
564,359.0,11.5,6.8,64.4,Merica,Karbo,https://lzd-img-global.slatic.net/g/ff/kf/S32cbc99669db47d09a0603d5b5340a676.jpg_720x720q80.jpg_.webp,Tinggi
565,88.0,0.6,3.3,14.0,Mi basah,Karbo,https://img.okezone.com/content/2021/04/18/301/2396626/mie-glosor-takjil-khas-bogor-yang-cuma-bisa-dicicipi-saat-ramadan-nC8fwT950l.jpg,Rendah
566,71.0,0.2,0.8,15.9,Mi golosor,Karbo,https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg,Rendah
567,339.0,10.0,1.7,6.3,Mi kering,Protein,https://resepkoki.id/wp-content/uploads/2021/03/Resep-Mie-Aceh.jpg,Tinggi
568,113.0,3.0,3.2,18.1,Mie aceh rebus,Karbo,https://awsimages.detik.net.id/community/media/visual/2022/10/12/resep-mie-ayam-kecap_43.jpeg?w=1200,Sedang
569,102.0,6.2,3.9,10.5,Mie ayam,Karbo,https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg,Sedang
570,114.0,5.3,3.0,16.4,Mie bakso,Karbo,https://www.suarasurabaya.net/wp-content/uploads/2015/12/kk163583_clip10.jpg,Sedang
571,86.0,0.6,3.3,14.0,Mie basah,Karbo,https://img-global.cpcdn.com/recipes/bdd43198a013a918/680x482cq70/mie-lethekmie-bendo-goreng-foto-resep-utama.jpg,Rendah
572,353.0,0.3,0.0,88.0,Mie Bendo,Karbo,https://nilaigizi.com/assets/images/produk/produk_1538367850.jpg,Tinggi
573,102.0,3.0,2.1,17.8,Mie celon,Karbo,https://kbu-cdn.com/dk/wp-content/uploads/mie-goreng-korea.jpg,Sedang
574,468.0,7.6,20.4,62.4,Mie Goreng ,Karbo,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/10/13/1236905540.jpg,Tinggi
575,337.0,7.9,11.8,50.0,Mie kering,Karbo,https://sweetrip.id/wp-content/uploads/2020/08/bakmisibos_116436440_1141684466204653_5039711773118966116_n.jpg,Tinggi
576,105.0,5.9,4.9,9.4,Mie pangsit basah,Karbo,https://o-cdn-cas.sirclocdn.com/parenting/images/mie_sagu_goreng.width-800.format-webp.webp,Sedang
577,190.0,0.2,0.4,46.5,Mie Sagu,Karbo,https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/01/minyak-ikan-hiu.jpeg,Sedang
578,902.0,0.0,100.0,0.0,Minyak Ikan,Lemak,https://nilaigizi.com/assets/images/produk/produk_1535871426.jpg,Tinggi
579,902.0,0.0,100.0,0.0,Minyak Kacang Tanah,Lemak,https://res.cloudinary.com/dk0z4ums3/image/upload/v1678151337/attached_image/minyak-kedelai-ketahui-6-manfaatnya-untuk-kesehatan.jpg,Tinggi
580,883.0,0.0,99.9,0.0,Minyak kedelai,Lemak,https://res.cloudinary.com/dk0z4ums3/image/upload/v1619511406/attached_image/Manfaat-Minyak-Kelapa-Bagi-Kesehatan-dan-Kecantikan.jpg,Tinggi
581,870.0,1.0,98.0,0.0,Minyak Kelapa,Lemak,https://res.cloudinary.com/dk0z4ums3/image/upload/v1619512031/attached_image/mengenal-manfaat-kelapa-sawit-dan-bahayanya.jpg,Tinggi
582,902.0,0.0,100.0,0.0,Minyak Kelapa Sawit,Lemak,https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/10/minyak-wijenjpg-20220310033229.jpg,Tinggi
583,902.0,0.0,100.0,0.0,Minyak Wijen,Lemak,https://faktualnews.co/images/2020/07/ilustrasi-minyak-zaitun-2.jpg,Tinggi
584,884.0,0.0,100.0,0.0,Minyak Zaitun,Lemak,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/01/Resep-Misoa-goreng.jpg?fit=1896%2C1920&ssl=1,Tinggi
585,345.0,8.5,2.2,78.0,Misoa,Karbo,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Misro.jpg,Tinggi
586,218.0,0.8,16.0,50.2,Misro ,Karbo,https://asset.kompas.com/crops/6euVEo-wAGx89LIBbuVHsBls00g=/3x0:700x465/750x500/data/photo/2021/02/26/60389a2ca08d2.jpg,Sedang
587,128.0,8.0,10.0,1.3,Moon tahu,Lemak,https://1.bp.blogspot.com/-Z49IVx92C3Q/YPTZ76m0s4I/AAAAAAAAE7A/YqyhcefD4AsQ1AuLNA-G-fEMDUUKjKJ1gCLcBGAsYHQ/s1200/mostarda-planta-1200x900.jpg,Sedang
588,33.0,2.3,0.5,4.7,Mostarda metan -sawi,Karbo,https://img-global.cpcdn.com/recipes/8bebe8ed6c7b4f07/680x482cq70/ikan-mujair-acar-kuning-foto-resep-utama.jpg,Rendah
589,330.0,17.8,23.4,12.1,Mujahir acar kuning masakan,Lemak,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Tinggi
590,478.0,38.3,33.9,5.1,Naan maran sapi masakan,Protein,https://awsimages.detik.net.id/community/media/visual/2022/07/04/diet-nanas-bikin-bb-turun-1-kg-seminggu-apa-aman-untuk-kesehatan-3.jpeg?w=682,Tinggi
591,52.0,0.4,0.2,13.7,Nanas,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/7/9df0b092-1dcd-422f-9551-cd3f8edd56c5.jpg,Rendah
592,58.0,0.7,0.2,13.3,Nanas palembang segar,Karbo,https://awsimages.detik.net.id/community/media/visual/2020/11/13/olahan-biji-nangka-yang-enak-dan-murah-meriah-1.jpeg?w=700&q=90,Rendah
593,165.0,4.2,0.1,36.7,Nangka biji,Karbo,https://asset.kompas.com/crops/vAJZIAE0JnVJOvig_kTUk1moh84=/0x53:1000x720/750x500/data/photo/2020/12/26/5fe6f33006f3c.jpg,Sedang
594,106.0,1.2,0.3,27.6,Nangka masak di pohon,Karbo,https://sahabatdapur.com/wp-content/uploads/2015/08/nangka-muda-foto-istimewa.jpg,Sedang
595,51.0,2.0,0.4,11.3,Nangka Muda,Karbo,https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg,Rendah
596,180.0,3.0,0.3,39.8,Nasi,Karbo,https://www.masakapahariini.com/wp-content/uploads/2019/11/nasi-tim-beras-merah.jpg,Sedang
597,149.0,2.8,0.4,32.5,Nasi beras merah,Karbo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Nasi_Gmk.jpg/1200px-Nasi_Gmk.jpg,Sedang
598,192.0,3.8,8.8,24.4,Nasi gemuk,Karbo,https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg,Sedang
599,276.0,3.2,3.2,30.2,Nasi Goreng ,Karbo,https://www.frisianflag.com/storage/app/media/uploaded-files/nasi-uduk-betawi.jpg,Sedang
600,190.0,4.7,7.5,26.0,Nasi gurih,Karbo,https://tokohinspiratif.id/wp-content/uploads/2019/03/WhatsApp-Image-2019-03-25-at-16.10.19-1280x640.jpeg,Sedang
601,357.0,8.8,0.5,79.5,Nasi jagung,Karbo,https://upload.wikimedia.org/wikipedia/commons/c/c0/Nasi_Minyak_Palembang_1.jpg,Tinggi
602,207.0,3.5,5.0,37.1,Nasi minyak,Karbo,https://o-cdn-cas.sirclocdn.com/parenting/images/nasi-rames.width-800.format-webp.webp,Sedang
603,155.0,10.3,4.2,19.1,Nasi rames,Karbo,https://www.masakapahariini.com/wp-content/uploads/2022/08/cara-membuat-nasi-tim-ayam-sayuran-mpasi.jpg,Sedang
604,120.0,2.4,0.4,26.0,Nasi tim,Karbo,https://img.kurio.network/P1Obhh7cenTadrAZ6Hc_XPjaVws=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/01/53606332-ec0c-478c-add9-78815b5cc658.jpe,Sedang
605,253.3,4.3,21.0,11.7,Nasi Uduk ,Lemak,https://cdn-2.tstatic.net/makassar/foto/bank/images/nasu-likku-wajo.jpg,Sedang
606,196.0,14.5,8.3,15.9,Nasu likku masakan,Karbo,https://t-2.tstatic.net/priangan/foto/bank/images/Noga-Suuk.jpg,Sedang
607,600.0,14.0,41.7,42.0,Noga Kacang Tanah ,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/11/16/4db2f8bc-bb3d-4e95-a679-b13c5b5c0faf.jpg,Tinggi
608,387.0,5.3,7.6,74.3,Nopia spesial,Karbo,https://img-global.cpcdn.com/recipes/45ba2643fc906c09/680x482cq70/olah-olah-foto-resep-utama.jpg,Tinggi
609,9.0,2.1,6.0,7.1,Olah-olah,Karbo,https://asset.kompas.com/crops/TJ76EsKIghwcoD2Dkv7GrHGa_x4=/0x9:1000x675/750x500/data/photo/2020/08/04/5f2959f90ed39.jpg,Rendah
610,187.0,13.0,6.0,22.6,Oncom,Karbo,79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724 (700×700) (tokopedia.net),Sedang
611,376.0,14.9,6.0,65.7,Oncom ampas kacang hijau,Karbo,https://t-2.tstatic.net/medan/foto/bank/images/Resep-Oncom-Goreng-Tepung.jpg,Tinggi
612,363.3,19.3,19.3,40.3,Oncom Goreng ,Karbo,https://images.tokopedia.net/img/cache/700/product-1/2019/10/10/79282965/79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724,Tinggi
613,284.0,12.0,14.4,13.6,Oncom Hitam Goreng ,Lemak,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/07/19/2363852219.png,Sedang
614,306.7,9.0,18.0,27.0,Oncom Hitam Goreng bertepung ,Karbo,https://golali.id/wp-content/uploads/2023/02/Oncom-760x473.jpg,Tinggi
615,351.0,11.0,5.3,65.9,Oncom kacang hijau + singkong,Karbo,https://t-2.tstatic.net/palembang/foto/bank/images/oncom_20170407_152823.jpg,Tinggi
616,132.0,12.7,3.8,13.7,Oncom Kacang Tanah pepes,Karbo,https://asset.kompas.com/crops/h4_WZ8GncmYCpLRv-hrfwyr0_AQ=/0x0:1000x667/750x500/data/photo/2020/08/04/5f295a4cc469c.jpg,Sedang
617,187.0,13.0,6.0,22.6,Oncom Kedele,Karbo,https://asset.kompas.com/crops/h4_WZ8GncmYCpLRv-hrfwyr0_AQ=/0x0:1000x667/750x500/data/photo/2020/08/04/5f295a4cc469c.jpg,Sedang
618,368.0,6.8,32.0,13.2,Oncom Merah Goreng ,Lemak,https://kbu-cdn.com/dk/wp-content/uploads/oncom-goreng.jpg,Tinggi
619,320.0,7.3,18.7,31.0,Oncom Merah Goreng bertepung ,Karbo,https://cdn.idntimes.com/content-images/community/2022/02/img-20220215-221041-46e2f5aecb68d33317c733fcbbadfb19-3b67f78530f06dc0bb76ba7e4c795a5a_600x400.jpg,Tinggi
620,40.0,2.0,2.0,3.0,Oncom Merah Sayur (tumis) ,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/33239_pepes-oncom-teri.jpg,Rendah
621,76.0,5.2,1.8,10.6,Oncom pepes,Karbo,https://www.masakapahariini.com/wp-content/uploads/2020/10/resep-onde-onde.jpg,Rendah
622,288.6,8.3,8.9,44.3,Onde-onde ,Karbo,https://blog.tokowahab.com/wp-content/uploads/2020/01/Resep-Ongol-Ongol.jpg,Sedang
623,115.0,1.5,6.0,14.0,Ongol-ongol ,Karbo,https://img-global.cpcdn.com/recipes/c2a7ee1d87669ccd/680x482cq70/ongol-ongol-sagu-foto-resep-utama.jpg,Sedang
624,111.0,0.3,2.7,21.2,Ongol-ongol sagu,Karbo,https://cf.shopee.co.id/file/f10cd2d5ad4812daf630547293706737,Sedang
625,940.0,36.0,42.0,104.0,Opak Singkong ,Karbo,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Tinggi
626,117.0,13.7,5.0,4.3,Oramu ninahu ndawa olaho masakan,Protein,https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg,Sedang
627,125.0,10.4,8.6,0.8,Otak,Protein,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20348_nasi-oyek.JPG,Sedang
628,351.0,0.9,0.9,84.9,Oyek,Karbo,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20348_nasi-oyek.JPG,Tinggi
629,342.0,2.3,0.1,83.1,Oyek (dari singkong),Karbo,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Tinggi
630,77.0,3.5,4.6,5.4,Paku hinela wulelenggapaya,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1670897868/attached_image/biji-pala-ketahui-kandungan-nutrisi-dan-manfaatnya-bagi-kesehatan.jpg,Rendah
631,494.0,7.5,36.4,40.1,Pala biji,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1672648028/attached_image/buah-pala-dan-manfaatnya-bagi-kesehatan.jpg,Tinggi
632,42.0,0.3,0.2,10.9,Pala daging,Karbo,https://img-global.cpcdn.com/recipes/0435c98a0facbd6b/680x482cq70/ayam-paniki-kuah-santan-daun-kemangi-foto-resep-utama.jpg,Rendah
633,460.0,28.5,35.2,7.2,Paniki masak santan masakan,Lemak,https://cdn-brilio-net.akamaized.net/news/2022/02/15/222989/1667876-1000xauto-resep-papais-pisang.jpg,Tinggi
634,133.8,3.0,1.6,27.0,Papais ,Karbo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg/1200px-Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg,Sedang
635,61.0,0.2,0.1,14.9,Papeda,Karbo,"https://cdn.yummy.co.id/content-images/images/20200815/2YZZLlB1Zbu1u15lVU5vD8BzPnocXd9x-31353937343730313934d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",Rendah
636,87.0,10.5,2.5,5.5,Parede baleh masakan,Protein,https://img-cdn.medkomtek.com/X4BJRDfL_8HS_c5aJtsuyssrYzc=/730x411/smart/filters:quality(75):strip_icc():format(webp)/article/QvEjQFs7tywQmPo2gqqRk/original/046665800_1514452569-5-Manfaat-Tak-Terduga-dari-Pare-By-jiangdi-shutterstock_280759094.jpg,Rendah
637,29.0,1.1,0.3,6.6,Paria (Pare),Karbo,https://img-global.cpcdn.com/recipes/a97ee086d880b66f/680x482cq70/chao-gu-kua-pare-putih-isi-telur-tofu-kukus-foto-resep-utama.jpg,Rendah
638,16.0,0.8,0.2,3.4,Paria Putih kukus,Karbo,https://images.tokopedia.net/img/cache/700/product-1/2019/12/3/3052608/3052608_77a86b88-9b60-4b1c-a386-e34233b36223_393_393.jpg,Rendah
639,19.0,1.0,0.4,3.6,Paria putih segar,Karbo,https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg,Rendah
640,307.0,4.5,13.3,42.4,Pastel,Karbo,https://img.my-best.id/content_section/beforehand_tips/4e0654064c1f4f6c6f82ca43010f122e.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=a3da0b23fcedeb9e0f0e9f86034c1225,Tinggi
641,362.0,0.5,0.3,86.9,Pati Singkong (tapioka),Karbo,https://img-global.cpcdn.com/recipes/b41cd819ef249758/680x482cq70/sayur-pecay-sawi-putih-cah-tahu-foto-resep-utama.jpg,Tinggi
642,23.0,1.8,0.3,4.5,Pe-Cay,Karbo,https://laz-img-sg.alicdn.com/p/f2d44f9c00473cc712dd7572f10001ba.jpg,Rendah
643,156.0,28.0,4.0,0.0,Peda Ikan Banjar,Protein,https://awsimages.detik.net.id/community/media/visual/2021/11/30/resep-plecing-kangkung-khas-lombok_43.jpeg?w=1200,Sedang
644,75.0,2.5,2.8,10.0,Pelecing kangkung,Karbo,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Ilustrasi-pelepah-manuk-khas-NTT2.jpg,Rendah
645,219.0,19.7,13.6,4.4,Pelepah manuk masakan,Protein,https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg,Sedang
646,162.0,4.9,3.0,27.8,Pempek adaan,Karbo,https://storage.hpaindonesia.net:8215/assets/71fe72e0c41bc168b875616e063f59fe/a5ef8b002a65c712f64b2d7df37c80c5.jpg,Sedang
647,156.0,4.2,1.4,31.6,Pempek belida,Karbo,https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg,Sedang
648,152.0,4.5,2.3,28.2,Pempek kapal selam,Karbo,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/halloseleb/2020/11/Pempek-1.png,Sedang
649,211.0,12.3,6.1,26.6,Pempek kelesan,Karbo,https://img.kurio.network/qccsgXHXu9eyYhL6WTN-KoaY8xE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/20/06/05/40ff5973-31a7-407f-be12-b3d3af335023.jpg,Sedang
650,243.0,5.2,7.3,39.1,Pempek kulit,Karbo,https://s0.bukalapak.com/uploads/content_attachment/fd3107d582c4f80e5448ada5/original/foto_utama_pempek_2.jpg,Sedang
651,173.0,7.2,1.2,33.4,Pempek tenggiri,Karbo,https://img-global.cpcdn.com/recipes/385569312441e99f/680x482cq70/pencok-lele-foto-resep-utama.jpg,Sedang
652,372.0,7.8,36.3,3.5,Pencok lele masakan,Lemak,https://fastly.4sqi.net/img/general/600x600/OCEUQQy60QPea6xF6nBfPDNzanEyT-n5j4BPRiR6IoM.jpg,Tinggi
653,174.0,13.1,12.2,2.2,Penyu serapah masakan,Protein,https://m.andrafarm.com/_andra_farm/gambar_kelompok/a078.jpg,Sedang
654,19.0,0.6,0.1,3.9,Pepare ular segar,Karbo,https://img-global.cpcdn.com/recipes/5355bb65be878c54/680x482cq70/lodeh-pepaya-muda-foto-resep-utama.jpg,Rendah
655,275.0,11.6,11.6,30.2,Pepaya lodeh,Karbo,https://static.readers.id/files/images/20230203-60b84fc2b2b72.jpg,Sedang
656,26.0,2.1,0.1,4.9,Pepaya Muda,Karbo,https://melayupedia.com/foto_berita/2021/10/2021-10-29-suka-buah-pepaya-yuk-olah-jadi-minuman-yang-segar.jpeg,Rendah
657,46.0,0.5,12.0,12.2,Pepaya segar,Karbo,https://cdn2.tstatic.net/travel/foto/bank/images/pepes-oncom.jpg,Rendah
658,76.0,5.2,1.8,10.6,Pepea oncom ampas tahu,Karbo,https://cdn1-production-images-kly.akamaized.net/7v14RDPh4Yi0jn8yPsIj4cl2YyQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2054451/original/070398300_1522833158-iStock-153502589.jpg,Rendah
659,400.0,0.0,0.0,95.0,Permen ,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/28/7234b1e2-2f75-4f28-a167-2b163cfb0484.jpg,Tinggi
660,142.0,10.4,2.0,22.0,Pete Segar,Karbo,https://asset.kompas.com/crops/DMl4MXqzMzZAkHUZZAkeDiehoaw=/0x83:1000x750/750x500/data/photo/2021/08/19/611ddc3ed176e.jpeg,Sedang
661,50.0,3.7,1.0,9.0,Peterseli,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/24/d361f072-450d-4d28-9195-2f6ffd192b85.jpg,Rendah
662,161.0,20.0,0.2,24.0,Petis Ikan,Karbo,https://img-global.cpcdn.com/recipes/9495ed8f8ea95711/680x482cq70/petis-udang-foto-resep-utama.jpg,Sedang
663,220.0,15.0,0.1,40.0,Petis Udang,Karbo,https://i0.wp.com/harga.web.id/wp-content/uploads/Petis-Udang-1.jpg?fit=680%2C300&ssl=1,Sedang
664,345.0,23.8,1.4,59.3,Petis udang kering,Karbo,https://cf.shopee.co.id/file/88086a73cd823de9d5e502b27e8ce7f5,Tinggi
665,220.0,15.0,0.9,38.0,Petis udang pasta,Karbo,https://asset.kompas.com/crops/S7g9b7Wq4I4Ut3RoExzI7yd2mL4=/0x0:1000x667/750x500/data/photo/2021/12/10/61b2aa4cbd1f3.jpg,Sedang
666,514.0,1.0,27.8,647.0,Pilus ,Karbo,https://cdn.idntimes.com/content-images/post/20200530/2-a6cb06028f22e293879ec7f5cc4a19fd.jpg,Tinggi
667,107.0,15.9,0.6,0.4,Pinda masakan,Protein,https://img-global.cpcdn.com/recipes/14d53b21dadc8a0a/680x482cq70/pindang-patin-urang-banjar-ala-ulun-foto-resep-utama.jpg,Sedang
668,157.0,28.0,4.2,0.0,Pindang Ikan Banjar,Protein,https://img-global.cpcdn.com/recipes/c8d60c4a0a1eeb05/680x482cq70/pindang-benggol-bumbu-kecap-mantuuul-foto-resep-utama.jpg,Sedang
669,170.0,31.0,4.2,0.0,Pindang Ikan Benggol,Protein,https://img-global.cpcdn.com/recipes/d32672cdc5392959/400x400cq70/photo.jpg,Sedang
670,153.0,30.0,2.8,0.0,Pindang Ikan Layang,Protein,https://img-global.cpcdn.com/recipes/e291e5bf58d67808/680x482cq70/pindang-ikan-selar-foto-resep-utama.jpg,Sedang
671,142.0,27.0,3.0,0.0,Pindang Ikan Selar Kecil,Protein,https://lestariweb.com/ResepImages/PindangIkanKenari.jpg,Sedang
672,124.0,9.5,9.6,0.0,Pindang kenari masakan,Lemak,https://sibejajo.com/asset/foto_produk/pisang_ambon.jpg,Sedang
673,99.0,1.2,0.2,25.8,Pisang Ambon,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/13/917dcae7-a629-441a-80e0-ef57db2d5d86.jpg.webp,Rendah
674,68.0,1.3,0.2,17.2,Pisang angleng (pisang ampyang) segar,Karbo,https://assets.tokko.io/0feaf09b-2761-465e-98df-a8ae8e3d0837/products/images/9239a74b-b3ba-43b0-8368-88ae7940ff5e,Rendah
675,120.0,1.1,0.2,26.8,Pisang ayam segar,Karbo,https://img.mbizmarket.co.id/products/thumbs/800x800/2023/01/20/befd74e59c6a52a52770d9f79cfd83e5.jpg,Sedang
676,127.0,2.1,0.3,31.1,Pisang gapi segar ,Karbo,https://awsimages.detik.net.id/community/media/visual/2022/06/28/resep-pisang-goreng-keriting_43.jpeg?w=1200,Sedang
677,220.0,2.3,2.3,6.3,Pisang Goreng ,Karbo,https://cf.shopee.co.id/file/c7e52955f5ce99a5e9b08f9415d26813,Sedang
678,115.0,1.9,0.2,27.9,Pisang goroho segar,Karbo,https://riaureview.com/assets/berita/original/84297374449-pisang_hiaju.jpg,Sedang
679,117.0,2.0,0.3,28.9,Pisang hijau segar,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/10/869aef02-92ce-44ce-acc0-01ab37f8af93.jpg,Sedang
680,100.0,1.4,0.5,23.6,Pisang kayu segar,Karbo,https://img.okezone.com/content/2013/09/10/299/863930/lWNmq1egxS.jpg,Rendah
681,109.0,0.8,0.5,26.3,Pisang kepok segar,Karbo,https://siplah-oss.tokoladang.co.id/merchant/14629/product/Se7OPSmd9MOoEDAanTZ1AHI66EJfLxZxCi39Jzh9.jpg,Sedang
682,145.0,1.1,0.3,34.5,Pisang ketip segar,Karbo,"https://s3.theasianparent.com/cdn-cgi/image/width=450,quality=90/tap-assets-prod/wp-content/uploads/sites/24/2023/01/Pisang-Genderuwo.jpg",Sedang
683,96.0,1.0,0.2,22.5,Pisang kidang segar,Karbo,https://amantasegar.com/wp-content/uploads/2022/03/pisang-lampung-web.jpg,Rendah
684,99.0,1.3,0.2,25.6,Pisang Lampung,Karbo,https://rumahbuah.com/wp-content/uploads/2015/03/Rumbu_-Pisang02.jpg,Rendah
685,127.0,1.4,0.2,33.6,Pisang Mas,Karbo,https://siplahtelkom.com/public/products/124427/3079678/images-48-.1637576152.jpeg,Sedang
686,127.0,1.4,0.2,31.8,Pisang mas bali,Karbo,https://i0.wp.com/udfauzi.com/wp-content/uploads/2020/06/Pisang-Uli-Adalah.jpg?resize=700%2C525&ssl=1,Sedang
687,134.0,1.1,0.5,35.5,Pisang Oli,Karbo,https://asset.kompas.com/crops/cmVXFlilJIrGxAFHn0-5Fu3b43M=/0x141:1000x807/750x500/data/photo/2022/07/21/62d9015c28bcd.jpg,Sedang
688,120.0,1.2,0.2,31.8,Pisang Raja,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/954a86e6-5179-4814-8d3e-de1c75f9b198.jpg,Sedang
689,118.0,1.2,0.2,31.1,Pisang Raja Sere (Susu),Karbo,https://suriahelanglui.com/wp-content/uploads/2012/09/PisangLidi1-1.jpg,Sedang
690,98.0,1.3,1.2,20.5,Pisang rotan segar,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/12/05/pisang-gorengjpg-20221205080417.jpg,Rendah
691,625.0,1.0,0.0,8.1,Pisang Siam goreng,Karbo,https://s3.bukalapak.com/img/874746887/large/Pisang_Talas.jpeg,Tinggi
692,113.0,1.2,0.2,26.7,Pisang talas segar,Karbo,https://asset.kompas.com/crops/u8jpueVME4sJk32KP-0Rnjg9o1I=/479x0:1500x681/750x500/data/photo/2022/05/07/6275586c1ce7d.jpg,Sedang
693,45.0,2.2,0.3,10.3,Prey (bawang daun),Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/12/30/c6442594-cf5f-4230-9c69-3736724953da.jpg,Rendah
694,33.0,4.5,0.4,2.8,Pucuk lumai/daun leunca segar,Protein,https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/B407551B-198D-472D-B9D8-4F11D6C1AE25/Derivates/91E2E036-AF80-4A24-91FF-EE9631211E26.jpg,Rendah
695,216.0,2.6,3.1,44.4,Pulut,Karbo,https://img.okezone.com/content/2012/12/06/488/728478/4GJoElzYrO.jpg,Sedang
696,224.0,26.2,11.3,4.4,Punai daging goreng,Protein,https://img-global.cpcdn.com/recipes/bd0db074266f1019/1200x630cq70/photo.jpg,Sedang
697,104.0,1.9,4.1,15.1,Pundut nasi,Karbo,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Sedang
698,25.0,1.5,0.5,3.6,Purundawa,Karbo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Citrus_hystrix_dsc07772.jpg/250px-Citrus_hystrix_dsc07772.jpg,Rendah
